YEAR,MO,DY,HR,WD10M,T2M,RH2M,QV2M,T2MDEW,U10M,PS,T2MWET,WS10M,V10M,PRECTOTCORR
2021,3,2,22,185.77,5.52,81.0,4.64,2.46,0.24,97.98,3.99,2.41,2.4,0.0
2021,3,2,23,183.93,5.27,82.25,4.64,2.44,0.16,97.97,3.86,2.4,2.39,0.0
2021,3,3,0,177.78,4.96,83.75,4.64,2.42,-0.09,97.96,3.69,2.42,2.42,0.0
2021,3,3,1,173.19,4.75,84.94,4.64,2.42,-0.29,97.94,3.58,2.44,2.42,0.0
2021,3,3,2,171.32,4.58,86.38,4.64,2.51,-0.37,97.92,3.55,2.43,2.41,0.0
2021,3,3,3,170.05,4.48,87.5,4.7,2.6,-0.41,97.9,3.55,2.4,2.36,0.0
2021,3,3,4,169.97,4.38,88.25,4.7,2.62,-0.41,97.91,3.5,2.33,2.3,0.0
2021,3,3,5,172.53,4.28,88.25,4.64,2.51,-0.3,97.91,3.4,2.28,2.27,0.0
2021,3,3,6,177.35,4.54,86.06,4.64,2.41,-0.1,97.91,3.48,2.2,2.2,0.0
2021,3,3,7,180.77,6.37,84.12,5.13,3.9,0.03,97.94,5.13,2.31,2.31,0.0
2021,3,3,8,182.75,8.45,72.69,5.13,3.84,0.13,97.95,6.15,2.77,2.77,0.0
2021,3,3,9,191.71,10.85,60.44,5.0,3.52,0.8,97.94,7.19,3.97,3.88,0.0
2021,3,3,10,194.29,12.38,52.94,4.82,3.08,1.16,97.92,7.73,4.72,4.57,0.0
2021,3,3,11,194.91,13.22,50.69,4.88,3.24,1.25,97.87,8.23,4.86,4.7,0.0
2021,3,3,12,196.21,13.58,50.31,5.0,3.49,1.35,97.8,8.54,4.84,4.65,0.0
2021,3,3,13,197.19,13.54,51.44,5.07,3.74,1.38,97.73,8.64,4.68,4.47,0.0
2021,3,3,14,197.48,12.98,54.56,5.19,4.08,1.29,97.69,8.53,4.29,4.09,0.0
2021,3,3,15,194.97,11.76,66.0,5.8,5.62,0.78,97.65,8.69,3.02,2.92,0.0
2021,3,3,16,191.89,9.46,82.31,6.23,6.62,0.47,97.63,8.05,2.28,2.23,0.0
2021,3,3,17,190.6,7.69,86.31,5.8,5.57,0.48,97.63,6.63,2.59,2.55,0.0
2021,3,3,18,190.75,7.19,87.25,5.68,5.24,0.52,97.63,6.22,2.81,2.76,0.0
2021,3,3,19,191.31,6.58,88.81,5.55,4.9,0.55,97.61,5.74,2.83,2.77,0.0
2021,3,3,20,192.2,5.92,90.44,5.37,4.5,0.59,97.59,5.21,2.77,2.71,0.0
2021,3,3,21,196.65,5.4,91.38,5.25,4.12,0.8,97.57,4.76,2.78,2.66,0.0
2021,3,3,22,202.55,4.85,92.56,5.13,3.76,1.07,97.54,4.3,2.79,2.58,0.0
2021,3,3,23,209.85,4.28,94.25,5.0,3.45,1.37,97.5,3.87,2.75,2.38,0.0
2021,3,4,0,217.01,3.81,95.81,4.94,3.23,1.58,97.47,3.51,2.62,2.09,0.0
2021,3,4,1,223.6,3.35,98.56,4.88,3.17,1.71,97.43,3.26,2.48,1.8,0.0
2021,3,4,2,227.49,3.15,100.0,4.94,3.2,1.69,97.39,3.18,2.29,1.55,0.0
2021,3,4,3,226.21,3.0,100.0,4.88,3.15,1.51,97.36,3.08,2.09,1.45,0.0
2021,3,4,4,222.17,2.74,100.0,4.82,2.96,1.35,97.33,2.85,2.01,1.49,0.0
2021,3,4,5,220.58,2.09,100.0,4.76,2.69,1.4,97.29,2.39,2.15,1.63,0.0
2021,3,4,6,221.58,2.31,100.0,4.7,2.55,1.41,97.26,2.43,2.13,1.59,0.0
2021,3,4,7,221.76,5.38,86.44,4.94,3.32,1.76,97.25,4.35,2.64,1.97,0.0
2021,3,4,8,217.66,7.92,78.44,5.37,4.41,1.8,97.22,6.17,2.94,2.33,0.0
2021,3,4,9,220.63,10.69,70.81,5.86,5.63,1.89,97.18,8.16,2.9,2.2,0.0
2021,3,4,10,227.21,12.23,66.31,6.04,6.15,1.89,97.12,9.19,2.58,1.75,0.0
2021,3,4,11,232.77,13.05,63.88,6.16,6.39,1.98,97.04,9.72,2.49,1.51,0.0
2021,3,4,12,243.76,13.29,63.12,6.23,6.45,2.2,96.95,9.87,2.46,1.09,0.0
2021,3,4,13,256.96,13.4,63.12,6.23,6.55,2.33,96.88,9.98,2.39,0.54,0.0
2021,3,4,14,274.19,13.13,65.19,6.35,6.77,2.13,96.84,9.95,2.14,-0.16,0.0
2021,3,4,15,295.04,12.52,73.44,6.9,7.91,1.3,96.81,10.22,1.44,-0.61,0.0
2021,3,4,16,322.05,11.35,85.25,7.39,8.98,0.66,96.79,10.16,1.08,-0.85,0.01
2021,3,4,17,346.59,10.26,83.69,6.77,7.65,0.24,96.79,8.95,1.04,-1.02,0.01
2021,3,4,18,356.16,9.73,85.94,6.71,7.51,0.07,96.79,8.62,1.05,-1.05,0.02
2021,3,4,19,353.91,9.15,89.81,6.71,7.58,0.12,96.79,8.37,1.18,-1.17,0.03
2021,3,4,20,351.82,8.65,93.56,6.77,7.69,0.19,96.79,8.16,1.32,-1.3,0.05
2021,3,4,21,351.99,8.25,96.38,6.77,7.73,0.22,96.79,7.98,1.57,-1.55,0.06
2021,3,4,22,353.32,7.92,97.62,6.71,7.6,0.22,96.78,7.76,1.88,-1.87,0.05
2021,3,4,23,353.28,7.66,97.75,6.59,7.35,0.27,96.77,7.51,2.34,-2.32,0.05
2021,3,5,0,350.2,7.25,97.81,6.41,6.94,0.45,96.77,7.09,2.62,-2.58,0.04
2021,3,5,1,349.47,6.73,97.69,6.23,6.4,0.53,96.76,6.57,2.91,-2.86,0.02
2021,3,5,2,349.47,6.01,98.25,5.92,5.76,0.52,96.74,5.89,2.82,-2.77,0.01
2021,3,5,3,350.39,5.3,98.94,5.68,5.16,0.43,96.73,5.23,2.58,-2.54,0.01
2021,3,5,4,354.65,4.76,99.38,5.49,4.69,0.24,96.73,4.73,2.6,-2.59,0.0
2021,3,5,5,350.82,4.18,100.0,5.31,4.24,0.42,96.72,4.21,2.64,-2.61,0.0
2021,3,5,6,348.9,4.19,98.81,5.25,4.05,0.55,96.73,4.12,2.88,-2.83,0.0
2021,3,5,7,351.56,5.12,95.0,5.37,4.4,0.51,96.74,4.76,3.46,-3.42,0.0
2021,3,5,8,353.92,6.72,89.62,5.68,5.15,0.43,96.75,5.94,4.05,-4.03,0.0
2021,3,5,9,356.45,8.41,81.25,5.8,5.4,0.3,96.75,6.9,4.92,-4.91,0.01
2021,3,5,10,355.05,9.51,73.0,5.62,4.93,0.46,96.76,7.22,5.34,-5.32,0.01
2021,3,5,11,353.16,10.83,64.38,5.37,4.39,0.67,96.77,7.61,5.64,-5.6,0.0
2021,3,5,12,351.82,11.25,60.44,5.19,3.9,0.84,96.75,7.58,5.93,-5.87,0.0
2021,3,5,13,352.33,11.01,60.88,5.19,3.8,0.84,96.74,7.4,6.26,-6.2,0.01
2021,3,5,14,354.61,10.49,62.88,5.13,3.76,0.61,96.75,7.12,6.48,-6.45,0.01
2021,3,5,15,356.46,9.48,67.44,5.19,3.79,0.41,96.78,6.64,6.58,-6.56,0.01
2021,3,5,16,354.39,7.93,76.25,5.25,4.04,0.57,96.8,5.98,5.83,-5.8,0.0
2021,3,5,17,348.62,5.91,87.5,5.25,4.02,1.02,96.85,4.97,5.15,-5.05,0.0
2021,3,5,18,345.96,4.82,92.25,5.13,3.69,1.37,96.91,4.25,5.64,-5.47,0.0
2021,3,5,19,345.4,3.73,96.56,4.94,3.24,1.4,96.94,3.48,5.55,-5.37,0.0
2021,3,5,20,344.54,2.97,97.69,4.76,2.65,1.41,96.98,2.8,5.28,-5.09,0.0
2021,3,5,21,341.31,2.42,97.12,4.52,2.02,1.61,97.02,2.22,5.02,-4.76,0.0
2021,3,5,22,338.16,1.87,97.06,4.33,1.47,1.75,97.04,1.66,4.7,-4.37,0.0
2021,3,5,23,328.86,1.19,97.81,4.21,0.9,2.09,97.04,1.05,4.03,-3.45,0.0
2021,3,6,0,325.11,1.08,96.12,4.09,0.55,2.3,97.04,0.81,4.03,-3.3,0.0
2021,3,6,1,323.72,0.9,95.5,4.03,0.28,2.33,97.05,0.59,3.93,-3.17,0.01
2021,3,6,2,320.35,0.58,95.38,3.91,-0.06,2.34,97.06,0.26,3.67,-2.83,0.01
2021,3,6,3,317.75,0.33,95.06,3.85,-0.34,2.32,97.1,-0.0,3.45,-2.55,0.01
2021,3,6,4,315.19,0.19,94.81,3.78,-0.53,2.38,97.15,-0.17,3.38,-2.4,0.01
2021,3,6,5,314.06,0.01,94.81,3.72,-0.69,2.41,97.2,-0.34,3.36,-2.34,0.01
2021,3,6,6,314.81,0.03,94.12,3.72,-0.77,2.34,97.25,-0.37,3.3,-2.33,0.01
2021,3,6,7,317.82,0.74,90.31,3.72,-0.64,1.96,97.3,0.05,2.92,-2.16,0.0
2021,3,6,8,317.9,1.99,85.06,3.85,-0.24,1.54,97.34,0.88,2.3,-1.7,0.0
2021,3,6,9,312.42,4.07,76.88,4.03,0.4,1.09,97.36,2.23,1.47,-0.99,0.0
2021,3,6,10,301.5,5.65,72.75,4.27,1.15,1.21,97.35,3.4,1.42,-0.74,0.0
2021,3,6,11,284.19,7.43,68.19,4.52,1.98,1.39,97.33,4.7,1.43,-0.35,0.0
2021,3,6,12,271.19,8.94,65.0,4.76,2.73,1.12,97.27,5.83,1.13,-0.02,0.0
2021,3,6,13,248.82,9.8,63.75,4.94,3.27,0.62,97.22,6.53,0.67,0.24,0.0
2021,3,6,14,180.0,10.08,64.12,5.07,3.62,-0.0,97.18,6.85,0.45,0.45,0.0
2021,3,6,15,115.28,9.69,67.19,5.19,3.94,-0.84,97.16,6.82,0.93,0.4,0.0
2021,3,6,16,86.55,8.13,81.44,5.68,5.16,-1.3,97.17,6.65,1.3,-0.08,0.0
2021,3,6,17,78.69,5.27,90.56,5.19,3.87,-1.84,97.19,4.57,1.87,-0.37,0.0
2021,3,6,18,87.34,4.19,93.94,4.94,3.33,-2.02,97.24,3.76,2.02,-0.09,0.01
2021,3,6,19,104.38,3.76,96.75,4.94,3.32,-1.86,97.27,3.55,1.92,0.48,0.01
2021,3,6,20,128.47,3.7,98.19,5.0,3.46,-1.45,97.29,3.58,1.85,1.15,0.01
2021,3,6,21,158.79,3.54,100.0,5.13,3.77,-0.76,97.29,3.65,2.09,1.95,0.02
2021,3,6,22,182.43,3.42,100.0,5.31,4.27,0.11,97.28,3.85,2.58,2.58,0.03
2021,3,6,23,193.77,3.44,100.0,5.49,4.75,0.68,97.26,4.09,2.86,2.77,0.03
2021,3,7,0,199.78,3.48,100.0,5.62,5.01,1.0,97.24,4.25,2.96,2.78,0.02
2021,3,7,1,202.72,3.26,100.0,5.55,4.94,1.15,97.22,4.11,2.97,2.74,0.02
2021,3,7,2,203.77,3.05,100.0,5.49,4.67,1.16,97.19,3.86,2.87,2.62,0.02
2021,3,7,3,204.92,2.94,100.0,5.37,4.37,1.12,97.17,3.65,2.67,2.42,0.02
2021,3,7,4,206.32,2.8,100.0,5.25,4.02,1.09,97.15,3.4,2.47,2.21,0.03
2021,3,7,5,207.19,2.85,100.0,5.13,3.75,1.03,97.15,3.3,2.26,2.01,0.03
2021,3,7,6,203.26,3.46,100.0,5.13,3.74,0.77,97.14,3.6,1.94,1.78,0.04
2021,3,7,7,193.76,5.82,92.06,5.43,4.63,0.47,97.15,5.23,1.97,1.91,0.04
2021,3,7,8,200.42,7.2,85.25,5.55,4.92,0.67,97.15,6.06,1.93,1.8,0.06
2021,3,7,9,215.99,8.51,79.5,5.68,5.2,1.02,97.13,6.86,1.73,1.4,0.08
2021,3,7,10,213.49,9.38,76.25,5.8,5.44,1.04,97.09,7.4,1.88,1.57,0.09
2021,3,7,11,211.41,9.86,74.19,5.8,5.52,1.08,97.04,7.69,2.07,1.77,0.1
2021,3,7,12,217.3,9.9,74.06,5.8,5.52,1.25,96.96,7.72,2.06,1.64,0.1
2021,3,7,13,221.8,9.81,75.12,5.86,5.65,1.32,96.86,7.73,1.98,1.48,0.11
2021,3,7,14,227.69,9.56,77.19,5.92,5.79,1.39,96.8,7.67,1.88,1.27,0.12
2021,3,7,15,242.37,9.15,81.0,6.04,6.09,1.33,96.75,7.62,1.5,0.7,0.11
2021,3,7,16,276.18,8.31,91.25,6.47,6.99,0.94,96.73,7.65,0.94,-0.1,0.09
2021,3,7,17,313.96,7.28,91.19,6.04,5.97,0.88,96.72,6.62,1.22,-0.84,0.06
2021,3,7,18,335.25,6.65,94.06,5.92,5.79,0.65,96.72,6.23,1.55,-1.41,0.11
2021,3,7,19,345.05,6.2,97.06,5.92,5.79,0.46,96.72,5.99,1.79,-1.73,0.08
2021,3,7,20,350.21,5.98,98.5,5.92,5.77,0.34,96.72,5.87,2.02,-1.99,0.08
2021,3,7,21,353.18,5.87,98.75,5.92,5.71,0.26,96.72,5.79,2.17,-2.16,0.09
2021,3,7,22,355.39,5.82,98.31,5.86,5.6,0.18,96.72,5.71,2.23,-2.23,0.09
2021,3,7,23,357.63,5.53,98.62,5.74,5.36,0.09,96.69,5.44,2.08,-2.08,0.1
2021,3,8,0,0.0,5.14,99.19,5.62,5.05,-0.0,96.67,5.09,1.88,-1.88,0.11
2021,3,8,1,1.75,4.59,100.0,5.49,4.62,-0.05,96.62,4.61,1.79,-1.79,0.09
2021,3,8,2,-0.0,3.98,100.0,5.31,4.14,0.0,96.58,4.06,1.87,-1.87,0.06
2021,3,8,3,355.39,3.48,100.0,5.13,3.68,0.16,96.56,3.58,1.94,-1.94,0.05
2021,3,8,4,348.85,3.14,100.0,5.0,3.26,0.44,96.57,3.2,2.26,-2.22,0.06
2021,3,8,5,343.06,2.67,100.0,4.82,2.73,0.77,96.57,2.69,2.65,-2.54,0.06
2021,3,8,6,339.48,2.62,98.25,4.7,2.37,1.02,96.59,2.49,2.92,-2.73,0.05
2021,3,8,7,343.98,3.6,93.94,4.82,2.72,0.95,96.63,3.15,3.45,-3.32,0.03
2021,3,8,8,347.99,5.34,86.5,5.0,3.29,0.76,96.65,4.32,3.64,-3.56,0.02
2021,3,8,9,355.23,7.59,73.88,4.94,3.23,0.36,96.65,5.41,4.32,-4.3,0.02
2021,3,8,10,357.38,9.38,63.0,4.76,2.72,0.23,96.6,6.05,4.96,-4.95,0.02
2021,3,8,11,355.15,10.19,58.81,4.7,2.52,0.45,96.56,6.36,5.36,-5.34,0.01
2021,3,8,12,354.12,10.45,57.38,4.7,2.42,0.58,96.5,6.44,5.65,-5.62,0.01
2021,3,8,13,354.63,10.5,56.69,4.64,2.29,0.54,96.46,6.39,5.76,-5.73,0.01
2021,3,8,14,355.86,10.3,56.69,4.58,2.1,0.41,96.43,6.2,5.74,-5.73,0.0
2021,3,8,15,356.09,9.67,58.56,4.58,1.98,0.38,96.41,5.83,5.5,-5.48,0.01
2021,3,8,16,352.63,8.02,68.88,4.76,2.69,0.53,96.41,5.35,4.14,-4.11,0.0
2021,3,8,17,346.85,5.23,81.88,4.7,2.4,0.81,96.44,3.81,3.57,-3.48,0.0
2021,3,8,18,343.6,3.83,85.31,4.46,1.61,1.02,96.48,2.72,3.62,-3.48,0.0
2021,3,8,19,342.09,2.83,87.38,4.21,0.95,1.08,96.51,1.89,3.51,-3.34,0.0
2021,3,8,20,341.61,1.9,89.19,4.03,0.33,1.05,96.51,1.11,3.32,-3.15,0.0
2021,3,8,21,340.19,1.03,91.25,3.91,-0.22,1.08,96.51,0.4,3.18,-2.99,0.0
2021,3,8,22,337.23,0.33,94.06,3.78,-0.51,1.27,96.52,-0.09,3.27,-3.02,0.0
2021,3,8,23,333.2,-0.38,98.38,3.78,-0.63,1.52,96.52,-0.51,3.38,-3.02,0.0
2021,3,9,0,327.71,-1.2,100.0,3.72,-0.76,1.76,96.52,-0.98,3.29,-2.78,0.0
2021,3,9,1,323.19,-1.79,100.0,3.66,-1.06,1.91,96.51,-1.42,3.18,-2.55,0.0
2021,3,9,2,318.6,-1.7,100.0,3.54,-1.57,2.45,96.5,-1.64,3.7,-2.77,0.0
2021,3,9,3,313.65,-2.25,100.0,3.36,-2.1,2.55,96.51,-2.18,3.52,-2.43,0.0
2021,3,9,4,310.1,-2.71,100.0,3.23,-2.59,2.72,96.53,-2.65,3.55,-2.29,0.0
2021,3,9,5,309.62,-3.04,100.0,3.17,-2.95,2.63,96.56,-2.99,3.42,-2.18,0.0
2021,3,9,6,310.01,-2.56,98.0,3.11,-3.09,2.77,96.59,-2.82,3.62,-2.33,0.0
2021,3,9,7,316.06,-0.67,87.81,3.3,-2.47,2.7,96.62,-1.57,3.9,-2.8,0.0
2021,3,9,8,333.17,2.06,75.12,3.42,-1.83,2.04,96.64,0.12,4.52,-4.03,0.0
2021,3,9,9,341.94,4.73,63.19,3.48,-1.63,1.62,96.65,1.55,5.24,-4.98,0.0
2021,3,9,10,344.2,6.76,55.06,3.48,-1.59,1.49,96.64,2.58,5.48,-5.27,0.0
2021,3,9,11,344.23,7.84,51.44,3.54,-1.5,1.53,96.63,3.17,5.63,-5.42,0.0
2021,3,9,12,345.83,8.41,50.12,3.6,-1.33,1.41,96.59,3.55,5.78,-5.6,0.0
2021,3,9,13,348.96,8.62,49.81,3.6,-1.24,1.12,96.55,3.69,5.87,-5.77,0.0
2021,3,9,14,351.65,8.44,50.38,3.6,-1.24,0.86,96.53,3.6,5.91,-5.85,0.0
2021,3,9,15,351.05,7.83,52.88,3.6,-1.15,0.91,96.54,3.34,5.88,-5.8,0.0
2021,3,9,16,347.41,6.3,62.88,3.85,-0.24,1.02,96.58,3.03,4.66,-4.55,0.0
2021,3,9,17,342.82,3.08,80.94,3.97,0.15,1.06,96.63,1.62,3.6,-3.44,0.0
2021,3,9,18,342.23,2.08,85.44,3.91,-0.07,1.11,96.68,1.01,3.63,-3.46,0.0
2021,3,9,19,344.44,1.48,88.56,3.91,-0.18,0.95,96.71,0.65,3.55,-3.42,0.0
2021,3,9,20,347.21,0.9,91.62,3.85,-0.29,0.77,96.73,0.3,3.49,-3.41,0.0
2021,3,9,21,348.99,0.31,95.19,3.85,-0.35,0.66,96.75,-0.02,3.48,-3.41,0.0
2021,3,9,22,345.58,-0.36,100.0,3.85,-0.38,0.84,96.77,-0.38,3.39,-3.28,0.0
2021,3,9,23,337.15,-0.96,100.0,3.85,-0.38,1.32,96.8,-0.67,3.4,-3.13,0.0
2021,3,10,0,333.94,-1.63,100.0,3.78,-0.43,1.38,96.82,-1.02,3.15,-2.83,0.0
2021,3,10,1,331.2,-2.31,100.0,3.78,-0.52,1.38,96.8,-1.42,2.87,-2.52,0.0
2021,3,10,2,325.48,-2.37,100.0,3.78,-0.59,1.6,96.82,-1.48,2.83,-2.33,0.0
2021,3,10,3,321.49,-1.75,100.0,3.72,-0.71,1.98,96.87,-1.24,3.17,-2.48,0.0
2021,3,10,4,321.19,-1.42,100.0,3.66,-0.95,2.05,96.92,-1.19,3.28,-2.55,0.0
2021,3,10,5,319.08,-1.25,100.0,3.6,-1.24,1.98,96.94,-1.24,3.03,-2.29,0.0
2021,3,10,6,312.19,-1.11,97.81,3.48,-1.53,2.26,96.97,-1.32,3.05,-2.05,0.0
2021,3,10,7,315.58,0.26,92.81,3.72,-0.76,1.91,97.0,-0.25,2.73,-1.95,0.0
2021,3,10,8,345.96,3.3,80.88,4.03,0.34,0.68,97.02,1.82,2.8,-2.72,0.0
2021,3,10,9,6.39,6.3,65.56,4.03,0.34,-0.3,97.01,3.32,2.74,-2.72,0.0
2021,3,10,10,14.57,8.34,56.25,3.97,0.16,-0.56,96.97,4.26,2.24,-2.16,0.0
2021,3,10,11,14.93,9.58,51.69,3.97,0.16,-0.41,96.93,4.87,1.58,-1.52,0.0
2021,3,10,12,9.46,10.43,48.62,3.97,0.08,-0.16,96.87,5.26,0.95,-0.94,0.0
2021,3,10,13,341.77,10.91,46.44,3.91,-0.1,0.21,96.8,5.4,0.67,-0.64,0.0
2021,3,10,14,319.9,11.03,45.31,3.85,-0.34,0.5,96.79,5.34,0.78,-0.59,0.0
2021,3,10,15,293.7,10.68,45.81,3.78,-0.5,0.32,96.78,5.09,0.35,-0.14,0.0
2021,3,10,16,163.47,9.52,58.62,4.52,1.58,-0.21,96.75,5.55,0.74,0.71,0.0
2021,3,10,17,150.22,7.17,63.25,4.15,0.58,-0.74,96.74,3.87,1.49,1.3,0.0
2021,3,10,18,155.73,5.84,70.0,4.15,0.76,-0.9,96.74,3.3,2.19,1.99,0.0
2021,3,10,19,169.66,5.08,76.25,4.33,1.26,-0.47,96.75,3.17,2.61,2.57,0.0
2021,3,10,20,182.35,4.92,78.25,4.39,1.47,0.12,96.76,3.19,2.86,2.86,0.0
2021,3,10,21,191.4,4.73,79.0,4.33,1.41,0.59,96.77,3.07,2.96,2.91,0.0
2021,3,10,22,197.87,4.81,79.56,4.39,1.6,0.92,96.77,3.2,3.0,2.86,0.01
2021,3,10,23,200.61,4.8,80.19,4.46,1.69,1.12,96.76,3.25,3.2,2.99,0.01
2021,3,11,0,196.82,4.74,80.31,4.46,1.65,1.04,96.74,3.19,3.59,3.44,0.01
2021,3,11,1,190.34,4.73,80.19,4.46,1.61,0.71,96.68,3.16,3.96,3.9,0.02
2021,3,11,2,183.31,4.74,81.31,4.52,1.82,0.23,96.63,3.28,3.92,3.91,0.06
2021,3,11,3,177.47,4.78,82.06,4.58,1.99,-0.18,96.6,3.39,4.07,4.06,0.1
2021,3,11,4,176.14,4.7,83.25,4.58,2.12,-0.28,96.6,3.4,4.18,4.17,0.15
2021,3,11,5,177.82,4.56,85.12,4.64,2.3,-0.16,96.62,3.43,4.1,4.1,0.16
2021,3,11,6,187.45,5.16,85.31,4.88,2.91,0.55,96.64,4.04,4.22,4.18,0.09
2021,3,11,7,182.58,6.34,83.31,5.13,3.73,0.23,96.66,5.04,5.2,5.2,0.01
2021,3,11,8,183.3,8.47,78.56,5.62,4.96,0.35,96.66,6.71,6.1,6.09,0.0
2021,3,11,9,189.13,10.78,73.12,6.1,6.19,1.04,96.64,8.48,6.55,6.47,0.0
2021,3,11,10,195.5,12.47,69.75,6.53,7.13,1.83,96.59,9.8,6.84,6.59,0.0
2021,3,11,11,202.1,13.6,67.56,6.84,7.73,2.72,96.54,10.66,7.23,6.7,0.0
2021,3,11,12,205.61,14.15,66.56,6.96,8.04,3.26,96.45,11.09,7.54,6.8,0.0
2021,3,11,13,206.78,13.92,68.5,7.08,8.24,3.31,96.37,11.08,7.35,6.56,0.01
2021,3,11,14,206.21,13.55,72.0,7.26,8.62,3.01,96.33,11.08,6.81,6.11,0.03
2021,3,11,15,204.96,13.3,75.44,7.51,9.08,2.79,96.3,11.19,6.61,5.99,0.1
2021,3,11,16,207.15,12.36,81.5,7.57,9.3,2.98,96.3,10.83,6.54,5.82,0.29
2021,3,11,17,216.02,11.35,86.56,7.57,9.22,3.73,96.33,10.29,6.34,5.12,0.52
2021,3,11,18,234.2,10.48,90.69,7.45,9.05,4.26,96.43,9.76,5.25,3.07,1.16
2021,3,11,19,249.65,9.51,92.5,7.08,8.37,4.09,96.55,8.94,4.36,1.52,0.58
2021,3,11,20,252.8,7.84,94.56,6.47,7.01,3.51,96.63,7.43,3.67,1.09,0.14
2021,3,11,21,245.9,5.96,97.81,5.86,5.64,3.11,96.7,5.8,3.41,1.39,0.05
2021,3,11,22,231.48,4.65,100.0,5.49,4.73,2.34,96.71,4.69,2.99,1.86,0.02
2021,3,11,23,217.19,3.67,100.0,5.31,4.12,1.67,96.71,3.9,2.77,2.2,0.02
2021,3,12,0,211.88,2.99,100.0,5.13,3.68,1.38,96.72,3.33,2.6,2.21,0.03
2021,3,12,1,213.92,3.49,100.0,5.19,3.77,1.2,96.71,3.63,2.16,1.79,0.05
2021,3,12,2,223.61,4.43,98.25,5.31,4.19,1.1,96.68,4.31,1.6,1.16,0.07
2021,3,12,3,252.44,4.47,96.38,5.25,3.94,1.23,96.66,4.2,1.29,0.39,0.04
2021,3,12,4,297.07,3.97,95.75,5.0,3.36,1.41,96.64,3.66,1.58,-0.72,0.03
2021,3,12,5,318.0,3.23,97.06,4.82,2.81,1.34,96.64,3.02,2.01,-1.49,0.01
2021,3,12,6,324.93,3.99,95.0,5.0,3.26,1.09,96.65,3.62,1.89,-1.55,0.01
2021,3,12,7,321.68,6.03,83.56,5.07,3.47,1.68,96.7,4.75,2.71,-2.12,0.01
2021,3,12,8,314.71,7.14,74.62,4.88,2.95,2.32,96.72,5.05,3.26,-2.3,0.02
2021,3,12,9,307.42,8.15,67.25,4.7,2.45,2.83,96.72,5.3,3.56,-2.16,0.02
2021,3,12,10,300.74,8.97,61.0,4.52,1.88,3.26,96.71,5.43,3.79,-1.94,0.02
2021,3,12,11,294.72,9.56,56.69,4.33,1.41,3.34,96.67,5.49,3.68,-1.54,0.02
2021,3,12,12,287.47,9.98,53.38,4.21,0.96,3.35,96.59,5.47,3.51,-1.05,0.02
2021,3,12,13,283.22,10.32,51.38,4.15,0.75,3.36,96.52,5.53,3.45,-0.79,0.02
2021,3,12,14,284.0,10.54,50.69,4.15,0.76,3.32,96.49,5.65,3.42,-0.83,0.01
2021,3,12,15,285.61,10.39,52.31,4.27,1.06,2.99,96.48,5.73,3.11,-0.84,0.0
2021,3,12,16,283.66,9.3,67.94,5.13,3.66,1.7,96.48,6.48,1.75,-0.41,0.0
2021,3,12,17,272.11,7.38,67.25,4.46,1.68,1.7,96.49,4.53,1.7,-0.06,0.0
2021,3,12,18,264.53,6.36,70.75,4.39,1.45,2.04,96.56,3.9,2.05,0.2,0.0
2021,3,12,19,261.82,5.43,76.06,4.39,1.57,2.5,96.63,3.5,2.53,0.36,0.0
2021,3,12,20,256.35,4.45,81.88,4.46,1.65,2.7,96.67,3.05,2.78,0.66,0.0
2021,3,12,21,248.02,3.51,86.06,4.33,1.42,2.59,96.69,2.47,2.8,1.05,0.0
2021,3,12,22,239.77,2.8,90.62,4.39,1.41,2.36,96.7,2.1,2.73,1.38,0.0
2021,3,12,23,228.34,2.26,94.75,4.39,1.51,1.98,96.67,1.89,2.66,1.77,0.0
2021,3,13,0,213.36,1.61,99.5,4.39,1.56,1.46,96.65,1.58,2.66,2.22,0.0
2021,3,13,1,197.68,0.93,100.0,4.39,1.48,0.86,96.6,1.2,2.83,2.7,0.0
2021,3,13,2,188.59,0.51,100.0,4.33,1.34,0.45,96.56,0.93,3.03,3.0,0.0
2021,3,13,3,186.43,0.34,100.0,4.27,1.18,0.36,96.54,0.76,3.21,3.19,0.0
2021,3,13,4,186.19,0.23,100.0,4.27,1.05,0.36,96.54,0.64,3.33,3.31,0.0
2021,3,13,5,182.95,0.15,100.0,4.21,0.9,0.18,96.54,0.52,3.49,3.48,0.0
2021,3,13,6,180.23,2.14,93.62,4.33,1.23,0.02,96.56,1.69,3.93,3.93,0.0
2021,3,13,7,181.71,5.38,79.75,4.64,2.19,0.16,96.56,3.78,5.49,5.48,0.0
2021,3,13,8,200.71,7.83,70.75,4.82,2.87,2.2,96.55,5.35,6.23,5.83,0.0
2021,3,13,9,218.4,9.7,63.88,4.94,3.22,4.33,96.51,6.46,6.97,5.46,0.0
2021,3,13,10,225.45,10.76,59.38,4.94,3.19,5.46,96.46,6.97,7.66,5.38,0.01
2021,3,13,11,227.89,11.06,57.19,4.88,2.94,5.93,96.4,7.0,7.99,5.36,0.01
2021,3,13,12,227.34,10.99,56.44,4.82,2.7,5.77,96.35,6.85,7.84,5.31,0.01
2021,3,13,13,224.14,10.87,57.38,4.82,2.81,5.12,96.29,6.84,7.36,5.28,0.02
2021,3,13,14,222.74,11.25,58.25,5.07,3.37,5.03,96.24,7.31,7.41,5.45,0.06
2021,3,13,15,225.28,10.66,63.88,5.31,4.12,4.86,96.21,7.39,6.84,4.81,0.12
